producto,marca,precio_eur,precio_inr,cpu,ram_gb,almacenamiento_gb,gpu,tamanio_pantalla,sistema_operativo,warranty,spec_rating
ThinkBook 15 21JF002CIN Laptop,Lenovo,413.99,34499,TH GEN AMD RYZEN 3 7330U,8,512,AMD RADEON AMD,15.6,DOS OS,1,69.32352941176471
Pavilion Plus ‎14-eh1047TU Laptop,HP,1293.16,107763,TH GEN INTEL CORE I7 13700H,16,512,INTEL INTEGRATED IRIS XE,14.0,Windows 11 OS,1,71.0
Inspiron 7430 2 in 1 Laptop,Dell,737.88,61490,TH GEN INTEL CORE I3 1315U,8,1024,INTEL UHD GRAPHICS,14.0,Windows 11 OS,1,69.32352941176471
Pavilion Plus 14-eh1022TU Laptop,HP,965.88,80490,TH GEN INTEL CORE I5 1340P,16,512,INTEL IRIS XE GRAPHICS,14.0,Windows 11 OS,1,69.0
Ideapad Gaming 3 82SB00NXIN Laptop,Lenovo,695.88,57990,TH GEN AMD RYZEN 5 7535HS,16,512,NVIDIA GEFORCE RTX 2050,15.6,Windows 11 OS,1,69.0
Modern 14 C11M-029IN Laptop,MSI,479.88,39990,TH GEN INTEL CORE I5 1155G7,16,512,INTEL INTEGRATED IRIS XE,14.0,Windows 11 OS,1,62.0
Ideapad Flex 5i 14IAU7 82R70067IN Laptop,Lenovo,647.88,53990,TH GEN INTEL CORE I3 1215U,8,512,INTEL INTEGRATED UHD,14.0,Windows 11 OS,1,64.0
Inspiron 3535 Laptop,Dell,534.0,44500,TH GEN AMD RYZEN 5 7520U,8,512,AMD RADEON GRAPHICS,15.6,Windows 11 OS,1,69.32352941176471
14-hr0000AU Laptop,HP,587.99,48999,TH GEN AMD RYZEN 5 7520U,16,512,AMD RADEON AMD,14.0,Windows 11 OS,1,60.0
Envy 15-fe0032TU Laptop,HP,1403.88,116990,TH GEN INTEL CORE I7 1355U,16,1024,INTEL IRIS X GRAPHICS,15.6,Windows 11 OS,1,70.0
Aspire 3 NX.KDESI.008 Laptop,Acer,371.88,30990,TH GEN AMD RYZEN 3 7320U,8,512,AMD RADEON AMD,15.6,Windows 11 OS,1,69.32352941176471
IdeaPad Slim 3 82XQ008EIN Laptop,Lenovo,405.48,33790,TH GEN AMD RYZEN 3 7320U,8,512,AMD RADEON 610M GRAPHICS,15.6,Windows 11 OS,1,69.32352941176471
Thin GF63 11UCX-1476IN Gaming Laptop,MSI,623.88,51990,TH GEN INTEL CORE I5 11260H,16,512,NVIDIA GEFORCE RTX 2050,15.6,Windows 11 OS,2,72.0
Vivobook 15 X1504ZA-NJ521WS Laptop,Asus,551.88,45990,TH GEN INTEL CORE I5 1235U,8,512,INTEGRATED INTEL IRIS XE GRAPHICS,15.6,Windows 11 OS,1,69.32352941176471
Thin GF63 11UC-1475IN Gaming Laptop,MSI,623.88,51990,TH GEN INTEL CORE I5 11260H,8,512,NVIDIA GEFORCE RTX 3050,15.6,Windows 11 OS,2,70.0
V15 G3 IAP 82TTA00UIH Laptop,Lenovo,409.19,34099,TH GEN INTEL CORE I3 1215U,8,512,INTEL INTEGRATED UHD,15.6,DOS OS,1,69.32352941176471
Pavilion 15-EH3101AU Laptop,HP,787.2,65600,TH GEN AMD RYZEN 7 7730U,16,512,AMD RADEON VEGA 8 GRAPHICS,15.6,Windows 11 OS,1,66.0
V15 G4 82YU00W6IN Laptop,Lenovo,335.88,27990,TH GEN AMD RYZEN 3 7320U,8,512,AMD RADEON GRAPHICS,15.6,DOS OS,1,69.32352941176471
V14 G3 IAP Laptop,Lenovo,563.88,46990,TH GEN INTEL CORE I5 1235U,8,512,INTEL INTEGRATED UHD,14.0,Windows 11 OS,1,69.32352941176471
‎G16-7630 2023 Gaming Laptop,Dell,1939.08,161590,TH GEN INTEL CORE I7 13650HX,16,1024,NVIDIA GEFORCE RTX 4060,16.0,Windows 11 OS,1,78.0
Inspiron 7430 IC7430FD64T001ORS1 Laptop,Dell,1187.88,98990,TH GEN INTEL CORE I7 1355U,16,512,INTEL IRIS XE GRAPHICS,14.0,Windows 11 OS,1,69.32352941176471
Legion 5 Pro 2023 Gaming Laptop,Lenovo,2075.88,172990,TH GEN INTEL CORE I7 13700H,32,1024,NVIDIA GEFORCE RTX 4090,16.0,Windows 11 OS,1,79.0
One 14 Z8-415UN.599SI.009 Laptop,Acer,311.88,25990,TH GEN INTEL CORE I3 1115G4,8,256,INTEL IRIS XE GRAPHICS,14.0,Windows 11 OS,1,69.32352941176471
Victus 15-fb0136AX Gaming Laptop,HP,743.88,61990,TH GEN AMD RYZEN 5 5600H,16,512,NVIDIA GEFORCE RTX 3050,15.6,Windows 11 OS,1,66.0
Zenbook 14X OLED 2023 UM5401QA-KM751WS Laptop,Asus,923.88,76990,TH GEN AMD RYZEN 7 5800HS,16,1024,AMD RADEON AMD,14.0,Windows 11 OS,1,64.0
G15-5530 Gaming Laptop,Dell,1521.48,126790,TH GEN INTEL CORE I7 13650HX,16,512,NVIDIA GEFORCE RTX 4050,15.6,Windows 11 OS,1,73.0
ROG Flow Z13 2023 GZ301VV-MU014WS Gaming Laptop,Asus,2519.88,209990,TH GEN INTEL CORE I9 13900H,16,1024,NVIDIA GEFORCE RTX 4060,13.4,Windows 11 OS,1,73.0
ROG Strix G16 2023 G614JI-N4151WS Gaming Laptop,Asus,2519.88,209990,TH GEN INTEL CORE I9 13980HX,16,1024,NVIDIA GEFORCE RTX 4070,16.0,Windows 11 OS,1,79.0
ROG Strix G16 2023 G614JU-N3200WS Gaming Laptop,Asus,1715.88,142990,TH GEN INTEL CORE I7 13650HX,16,1024,NVIDIA GEFORCE RTX 4050,16.0,Windows 11 OS,1,78.0
Vivobook Pro 15 OLED K6502VU-MA951WS Laptop,Asus,1883.88,156990,TH GEN INTEL CORE I9 13900H,16,1024,NVIDIA GEFORCE RTX 4050,15.6,Windows 11 OS,1,84.0
Vivobook 14X OLED 2023 K3405VCB-KM542WS Laptop,Asus,1127.76,93980,TH GEN INTEL CORE I5 13500H,16,512,NVIDIA GEFORCE RTX 3050,14.0,Windows 11 OS,1,70.0
TUF Gaming F17 FX706HF-HX018W Laptop,Asus,647.88,53990,TH GEN INTEL CORE I5 11400H,8,512,NVIDIA GEFORCE RTX 2050,17.3,Windows 11 OS,1,64.0
15s-fy5002TU Laptop,HP,623.88,51990,TH GEN INTEL CORE I5 1235U,8,512,INTEL INTEGRATED INTEGRATED,15.6,Windows 11 OS,1,69.32352941176471
VivoBook 15 X515EA-EJ342WS Laptop,Asus,431.88,35990,TH GEN INTEL CORE I3 1115G4,16,512,INTEL UHD GRAPHICS,15.6,Windows 11 OS,1,69.32352941176471
15s-fy5003TU Laptop,HP,455.88,37990,TH GEN INTEL CORE I3 1215U,8,512,INTEL INTEGRATED UHD,15.6,Windows 11 OS,1,69.32352941176471
15-fc0030AU Laptop,HP,557.88,46490,TH GEN AMD RYZEN 5 7520U,16,512,AMD RADEON AMD,15.6,Windows 11 OS,1,69.32352941176471
15-eg3036TU Laptop,HP,1085.88,90490,TH GEN INTEL CORE I7 1360P,16,1024,INTEL INTEGRATED INTEGRATED,15.6,Windows 11 OS,1,69.0
Victus 15-fb0122AX Gaming Laptop,HP,671.88,55990,TH GEN AMD RYZEN 5 5600H,8,512,NVIDIA GEFORCE GTX 1650,15.6,Windows 11 OS,1,67.0
Vivobook Pro 16 OLED 2023 K6602VU-LZ952WS Laptop,Asus,1919.88,159990,TH GEN INTEL CORE I9 13900H,16,1024,NVIDIA GEFORCE RTX 4050,16.0,Windows 11 OS,1,88.0
15-fd0011TU Laptop,HP,695.88,57990,TH GEN INTEL CORE I5 1335U,8,512,INTEL INTEGRATED INTEGRATED,15.6,Windows 11 OS,1,69.32352941176471
Predator Helios Neo 16 NH.QLTSI.002 Laptop,Acer,1259.88,104990,TH GEN INTEL CORE I7 13700HX,16,512,NVIDIA GEFORCE RTX 4050,16.0,Windows 11 OS,1,66.0
Predator Helios Neo 16 NH.QLTSI.001 Laptop,Acer,1199.88,99990,TH GEN INTEL CORE I5 13500HX,16,512,NVIDIA GEFORCE RTX 4050,16.0,Windows 11 OS,1,70.0
Cyborg 15 A12UCX-264IN Gaming Laptop,MSI,966.0,80500,TH GEN INTEL CORE I5 12450H,16,512,NVIDIA GEFORCE RTX 2050,15.6,Windows 11 OS,2,69.0
Vostro 3425 Laptop,Dell,455.88,37990,TH GEN AMD RYZEN 5 5500U,8,512,AMD RADEON GRAPHICS,14.0,Windows 11 OS,1,69.32352941176471
15-fc0026AU Laptop,HP,411.0,34250,TH GEN AMD RYZEN 3 7320U,8,512,AMD RADEON AMD,15.6,Windows 11 OS,1,69.32352941176471
Victus 15-fa1066TX Gaming Laptop,HP,1319.88,109990,TH GEN INTEL CORE I7 13700H,16,512,NVIDIA GEFORCE RTX 4050,15.6,Windows 11 OS,1,71.0
15s-fq2738TU Laptop,HP,407.88,33990,TH GEN INTEL CORE I3 1115G4,8,512,INTEL INTEGRATED UHD GRAPHICS,15.6,Windows 11 OS,1,69.32352941176471
Zenbook S13 OLED 2023 UX5304VA-NQ542WS Laptop,Asus,959.88,79990,TH GEN INTEL CORE I5 1335U,16,512,INTEL INTEGRATED INTEL IRIS XE GRAPHICS,13.3,Windows 11 OS,1,64.0
Vivobook 15 2023 X1502VA-NJ541WS Laptop,Asus,779.88,64990,TH GEN INTEL CORE I5 13500H,16,512,INTEGRATED INTEL IRIS XE GRAPHICS,15.6,Windows 11 OS,1,62.0
Vivobook S15 OLED 2023 S5504VA-MA953WS Laptop,Asus,1319.88,109990,TH GEN INTEL CORE I9 13900H,16,1024,INTEL INTEGRATED IRIS XE,15.6,Windows 11 OS,1,71.0
Bravo 15 B5ED-035IN Gaming Laptop,MSI,755.88,62990,TH GEN AMD RYZEN 7 5800H,16,512,AMD RADEON RX6500M,15.6,Windows 11 OS,1,72.0
MateBook D14 2023 Laptop,Huawei,707.99,58999,TH GEN INTEL CORE I5 1340P,16,512,INTEL IRIS XE GRAPHICS,14.0,Windows 11 OS,1,65.0
Titan GT77 HX 13VH-093IN Gaming Laptop,MSI,5040.0,420000,TH GEN INTEL CORE I9 13980HX,64,2048,NVIDIA GEFORCE RTX 4080,17.3,Windows 11 OS,2,69.32352941176471
E41-55 Laptop,Lenovo,287.88,23990,RD GEN AMD ATHLON SILVER 3050U,8,256,AMD RADEON GRAPHICS,14.0,Windows 11 OS,1,69.32352941176471
15-fc0028AU Laptop,HP,515.99,42999,TH GEN AMD RYZEN 5 7520U,8,512,AMD RADEON AMD,15.6,Windows 11 OS,1,69.32352941176471
15s-eq2223AU Laptop,HP,466.33,38861,TH GEN AMD RYZEN 5 5500U,8,512,AMD RADEON AMD,15.6,Windows 11 OS,1,69.32352941176471
V15 G3 82TTA00VIH Laptop,Lenovo,403.08,33590,TH GEN INTEL CORE I3 1215U,8,512,INTEL INTEGRATED UHD,15.6,Windows 11 OS,1,69.32352941176471
Chromebook 15a-na0012TU Laptop,HP,191.88,15990,INTEL CELERON N4500,4,128,INTEL INTEGRATED UHD GRAPHICS,15.6,Chrome OS,1,69.32352941176471
Vivobook Go 14 2023 E1404FA-NK322WS Laptop,Asus,407.76,33980,TH GEN AMD RYZEN 3 7320U,8,512,AMD RADEON AMD,14.0,Windows 11 OS,1,69.32352941176471
Nitro 5 AN515-47 NH.QL3SI.001 Gaming Laptop,Acer,940.8,78400,TH GEN AMD RYZEN 5 7535HS,8,512,NVIDIA GEFORCE RTX 3050,15.6,Windows 11 OS,1,71.0
Vivobook Pro 15 M6500QC-HN742WS Laptop,Asus,959.88,79990,TH GEN AMD RYZEN 7 5800H,16,512,NVIDIA GEFORCE RTX 3050,15.6,Windows 11 OS,1,72.0
Aspire 5 UN.K3JSI.004 Laptop,Acer,575.88,47990,TH GEN INTEL CORE I5 1235U,12,512,INTEL IRIS XE GRAPHIC,15.6,Windows 11 OS,1,67.0
Vivobook Pro 15 M6500QC-HN542WS Laptop,Asus,899.88,74990,TH GEN AMD RYZEN 5 5600H,16,512,NVIDIA GEFORCE RTX 3050,15.6,Windows 11 OS,1,68.0
Modern 15 B13M-291IN Laptop,MSI,550.67,45889,TH GEN INTEL CORE I5 1335U,8,512,INTEL INTEGRATED IRIS XE,15.6,Windows 11 OS,1,69.32352941176471
Zenbook 14 OLED 2023 UM3402YA-KM741WS Laptop,Asus,1091.88,90990,TH GEN AMD RYZEN 7 7730U,16,512,AMD RADEON AMD,14.0,Windows 11 OS,1,70.0
Vivobook Go 15 OLED 2023 E1504FA-LK521WS Laptop,Asus,611.88,50990,TH GEN AMD RYZEN 5 7520U,8,512,AMD RADEON AMD,15.6,Windows 11 OS,1,69.32352941176471
Galaxy Book 3 NP750XFG-KA2IN Laptop,Samsung,899.88,74990,TH GEN INTEL CORE I5 1335U,16,512,INTEL IRIS XE GRAPHICS,15.6,Windows 11 OS,1,69.32352941176471
INBook Y1 Plus XL28 Laptop,Infinix,311.88,25990,TH GEN INTEL CORE I3 1005G1,8,512,INTEL INTEGRATED UHD,15.6,Windows 11 OS,1,69.32352941176471
Galaxy Book 3 360 13 NP730QFG-KA3IN Laptop,Samsung,1607.88,133990,TH GEN INTEL CORE I7 1355U,16,1024,INTEL IRIS XE GRAPHICS,13.3,Windows 11 OS,1,68.0
Galaxy Book 3 Pro NP960XFG-KC2IN Laptop,Samsung,1991.88,165990,TH GEN INTEL CORE I7 1360P,16,1024,INTEL IRIS XE GRAPHICS,16.0,Windows 11 OS,1,73.0
Galaxy Book 3 Pro 360 NP960QFG-KA1IN Laptop,Samsung,1967.88,163990,TH GEN INTEL CORE I7 1360P,16,512,INTEL IRIS XE GRAPHICS,16.0,Windows 11 OS,1,80.0
Galaxy Book 3 360 13 NP730QFG-KA2IN Laptop,Samsung,1319.88,109990,TH GEN INTEL CORE I7 1355U,16,512,INTEL IRIS XE GRAPHICS,13.3,Windows 11 OS,1,66.0
Galaxy Book 3 Pro 14 NP940XFG-KC4IN Laptop,Samsung,1679.88,139990,TH GEN INTEL CORE I7 1360P,16,512,INTEL IRIS XE GRAPHICS,14.0,Windows 11 OS,1,71.0
Galaxy Book 3 360 13 NP730QFG-KA1IN Laptop,Samsung,1319.88,109990,TH GEN INTEL CORE I5 1335U,16,512,INTEL IRIS XE GRAPHICS,13.3,Windows 11 OS,1,66.0
Galaxy Book 3 Pro NP960XFG-KC1IN Laptop,Samsung,1799.88,149990,TH GEN INTEL CORE I7 1360P,16,512,INTEL IRIS XE GRAPHICS,16.0,Windows 11 OS,1,72.0
Galaxy Book 3 Pro 360 NP960QFG-KA3IN Laptop,Samsung,2159.88,179990,TH GEN INTEL CORE I7 1360P,16,1024,INTEL IRIS XE GRAPHICS,16.0,Windows 11 OS,1,81.0
Galaxy Book 3 Pro 360 NP960QFG-KA2IN Laptop,Samsung,1871.88,155990,TH GEN INTEL CORE I5 1340P,16,512,INTEL IRIS XE GRAPHICS,16.0,Windows 11 OS,1,74.0
Galaxy Book 3 Ultra Laptop,Samsung,2758.8,229900,TH GEN INTEL CORE I9 13900H,32,512,NVIDIA GEFORCE RTX 4070,16.0,Windows 11 OS,1,78.0
V15 ‎82C70005UK Laptop,Lenovo,431.88,35990,TH GEN AMD RYZEN 5 5500U,8,512,AMD RADEON GRAPHICS,15.6,Windows 11 OS,1,61.0
15s-fq2717TU Laptop,HP,455.88,37990,TH GEN INTEL CORE I3 1115G4,8,512,INTEL UHD GRAPHICS,15.6,Windows 11 OS,1,60.0
14s-dq2649TU Laptop,HP,419.99,34999,TH GEN INTEL CORE I3 1115G4,8,512,INTEL INTEGRATED UHD,14.0,Windows 11 OS,1,60.0
MacBook Pro 14 inch Laptop,Apple,3491.88,290990,APPLE M2 MAX M2 MAX,32,1024,30-CORE GPU,14.2,Mac OS,1,61.0
MacBook Pro 14 inch Laptop,Apple,2819.88,234990,APPLE M2 PRO M2 PRO,16,1024,19-CORE GPU,14.2,Mac OS,1,69.32352941176471
Pavilion Plus 14-eh0037TU Laptop,HP,993.59,82799,TH GEN INTEL CORE I5 12500H,16,512,INTEL INTEGRATED IRIS XE,14.0,Windows 11 OS,1,70.0
Vostro 3425 D552308WIN9B Laptop,Dell,381.48,31790,TH GEN AMD RYZEN 3 5425U,8,256,AMD RADEON AMD,14.0,Windows 11 OS,1,60.0
IdeaPad Gaming 3 15ACH6 82K2022XIN Laptop,Lenovo,731.88,60990,TH GEN AMD RYZEN 7 5800H,8,512,NVIDIA GEFORCE RTX 3050,15.6,Windows 11 OS,1,67.0
Thin GF63 12VF-268IN Laptop,MSI,1043.88,86990,TH GEN INTEL CORE I5 12450H,16,1024,NVIDIA GEFORCE RTX 4060,15.6,Windows 11 OS,1,77.0
Vostro 3420 Laptop,Dell,635.88,52990,TH GEN INTEL CORE I5 1135G7,16,512,INTEL GRAPHICS,14.0,Windows 11 OS,1,63.0
Vostro 3425 Laptop,Dell,467.88,38990,TH GEN AMD RYZEN 5 5500U,8,512,AMD RADEON GRAPHICS,14.0,Windows 11 OS,1,69.32352941176471
Vivobook Go 15 OLED 2023 E1504FA-LK545WS Laptop,Asus,630.7,52558,TH GEN AMD RYZEN 5 7520U,16,512,AMD RADEON AMD,15.6,Windows 11 OS,1,60.0
VivoBook 14 X1400EA-EK322WS Notebook,Asus,383.88,31990,TH GEN INTEL CORE I3 1115G4,8,512,INTEL INTEGRATED INTEL UHD,14.0,Windows 11 OS,1,69.32352941176471
15-fc0026AU Laptop,HP,413.99,34499,TH GEN AMD RYZEN 3 7320U,8,512,AMD RADEON AMD,15.6,Windows 11 OS,1,69.32352941176471
Zenbook 14 OLED 2023 UX3402VA-KN541WS Laptop,Asus,1133.88,94490,TH GEN INTEL CORE I5 1340P,16,512,INTEL IRIS XE GRAPHICS,14.0,Windows 11 OS,1,75.0
15s-fq2738TU Laptop,HP,405.6,33800,TH GEN INTEL CORE I3 1115G4,8,512,INTEL INTEGRATED UHD GRAPHICS,15.6,Windows 11 OS,1,69.32352941176471
Galaxy Book 3  NP750XFG-KB2IN Laptop,Samsung,892.68,74390,TH GEN INTEL CORE I5 1335U,16,512,INTEL IRIS XE GRAPHICS,15.6,Windows 11 OS,1,69.32352941176471
Zenbook 14 Flip OLED 2023 UP3404VA-KN542WS Laptop,Asus,1253.88,104490,TH GEN INTEL CORE I5 1340P,16,512,INTEL IRIS XE GRAPHICS,14.0,Windows 11 OS,1,71.0
Vivobook S15 OLED 2023 S5504VA-MA953WS Laptop,Asus,1268.87,105739,TH GEN INTEL CORE I9 13900H,16,1024,INTEL INTEGRATED IRIS XE,15.6,Windows 11 OS,1,71.0
Thinkpad E15 21E6S05A00 Laptop,Lenovo,546.0,45500,TH GEN INTEL CORE I3 1215U,8,512,INTEL UHD GRAPHICS,15.6,Windows 11 OS,1,66.0
Vivobook Go 15 OLED 2023 E1504FA-LK541WS Laptop,Asus,609.12,50760,TH GEN AMD RYZEN 5 7520U,16,512,AMD RADEON AMD,15.6,Windows 11 OS,1,69.32352941176471
Vivobook Go 14 2023 E1404FA-NK542WS Laptop,Asus,599.88,49990,TH GEN AMD RYZEN 5 7520U,16,512,AMD RADEON AMD,14.0,Windows 11 OS,1,69.32352941176471
Vivobook Go 14 2023 E1404FA-NK322WS Laptop,Asus,398.39,33199,TH GEN AMD RYZEN 3 7320U,8,512,AMD RADEON AMD,14.0,Windows 11 OS,1,69.32352941176471
Vivobook Pro 15 M6500QC-HN742WS Laptop,Asus,851.88,70990,TH GEN AMD RYZEN 7 5800H,16,512,NVIDIA GEFORCE RTX 3050,15.6,Windows 11 OS,1,72.0
Nitro 5 AN515-47 NH.QL3SI.001 Gaming Laptop,Acer,779.88,64990,TH GEN AMD RYZEN 5 7535HS,8,512,NVIDIA GEFORCE RTX 3050,15.6,Windows 11 OS,1,71.0
Vivobook 16 2023 M1605YA-MB541WS Laptop,Asus,719.88,59990,TH GEN AMD RYZEN 5 7530U,16,512,AMD RADEON AMD,16.0,Windows 11 OS,1,64.0
Zenbook 14 OLED 2023 UM3402YA-KM741WS Laptop,Asus,1067.88,88990,TH GEN AMD RYZEN 7 7730U,16,512,AMD RADEON AMD,14.0,Windows 11 OS,1,70.0
Vivobook Go 15 2023 E1504FA-NJ522WS Laptop,Asus,539.88,44990,TH GEN AMD RYZEN 5 7520U,8,512,AMD RADEON AMD,15.6,Windows 11 OS,1,69.32352941176471
Pavilion Aero 13-be2047AU Laptop,HP,935.88,77990,TH GEN AMD RYZEN 7 7735U,16,1024,AMD RADEON AMD,13.3,Windows 11 OS,1,69.0
Vivobook 16 2023 M1605YA-MB741WS Laptop,Asus,851.88,70990,TH GEN AMD RYZEN 7 7730U,16,512,AMD RADEON AMD,16.0,Windows 11 OS,1,65.0
IdeaPad  82K2022TIN Gaming Laptop,Lenovo,671.88,55990,TH GEN AMD RYZEN 5 5600H,8,512,NVIDIA GEFORCE GTX 1650,15.6,Windows 11 OS,1,70.0
Megabook T1 Laptop,Tecno,527.99,43999,TH GEN INTEL CORE I5 1155G7,16,512,INTEL UHD GRAPHICS,15.6,Windows 11 OS,1,66.0
Aspire 3 A315-24P NX.KDESI.004 Laptop,Acer,455.88,37990,TH GEN AMD RYZEN 5 7520U,8,512,AMD RADEON GRAPHIICS,15.6,Windows 11 OS,1,69.32352941176471
Victus 15-fb0106AX Gaming Laptop,HP,779.88,64990,TH GEN AMD RYZEN 5 5600H,16,512,NVIDIA GEFORCE RTX 3050,15.6,Windows 11 OS,1,67.0
IdeaPad Slim 1 82VG009MIN Laptop,Lenovo,395.88,32990,AMD RYZEN 3 7320U,8,512,AMD RADEON GRAPHICS,15.6,Windows 11 OS,1,69.32352941176471
Galaxy Book 3 Pro 360 NP960QFG-KA3IN Laptop,Samsung,2153.88,179490,TH GEN INTEL CORE I7 1360P,16,1024,INTEL IRIS XE GRAPHICS,16.0,Windows 11 OS,1,81.0
Zero Book Series ZL12 Laptop,Infinix,683.88,56990,TH GEN INTEL CORE I5 12500H,16,512,INTEL INTEGRATED IRIS XE,15.6,Windows OS,1,60.0
Victus 16-d0310TX Gaming Laptop,HP,683.88,56990,TH GEN INTEL CORE I5 11400H,8,512,NVIDIA GEFORCE GTX 1650,16.1,Windows 11 OS,1,71.0
VivoBook 15 X1500EA-EJ3381WS Laptop,Asus,419.88,34990,TH GEN INTEL CORE I3 1115G4,8,512,INTEL UHD GRAPHICS,15.6,Windows 11 OS,1,69.32352941176471
Pavilion Plus 14-eh0037TU Laptop,HP,998.99,83249,TH GEN INTEL CORE I5 12500H,16,512,INTEL INTEGRATED IRIS XE,14.0,Windows 11 OS,1,70.0
Vostro 3420 Laptop,Dell,695.88,57990,TH GEN INTEL CORE I5 1235U,16,512,INTEL UHD GRAPHICS,14.0,Windows 11 OS,1,60.0
Envy x360 13-bf0121TU  Laptop,HP,1025.88,85490,TH GEN INTEL CORE I5 1230U,16,512,INTEL INTEGRATED IRIS XE,13.4,Windows 11 OS,1,71.0
Vostro 3520 Laptop,Dell,670.68,55890,TH GEN INTEL CORE I5 1235U,8,512,INTEL IRIS XE GRAPHICS,15.6,Windows 11 OS,1,69.32352941176471
Vivobook 15 X1502ZA-EJ381WS Laptop,Asus,488.27,40689,TH GEN INTEL CORE I3 1220P,8,512,INTEL UHD GRAPHICS,15.6,Windows 11 OS,1,69.32352941176471
Aspire 5 A515-57 2022 Laptop,Acer,587.88,48990,TH GEN INTEL CORE I5 1235U,16,512,INTEL IRIS XE GRAPHIC,15.6,Windows 11 OS,1,65.0
Pavilion 14-dv2014TU Laptop,HP,799.78,66648,TH GEN INTEL CORE I5 1235U,16,512,INTEL INTEGRATED UHD GRAPHICS,14.0,Windows 11 OS,1,64.0
Aspire 5 A515-57 NX.K2VSI.002 Laptop,Acer,443.88,36990,TH GEN INTEL CORE I3 1215U,8,512,INTEL INTEGRATED UHD,15.6,Windows 11 OS,1,69.32352941176471
G5 KE RC55KE Laptop,Gigabyte,899.88,74990,TH GEN INTEL CORE I5 12500H,16,512,NVIDIA GEFORCE RTX 3060,15.6,Windows 11 OS,2,73.0
Legion 5 Pro 82RF00E1IN Gaming Laptop,Lenovo,1739.88,144990,TH GEN INTEL CORE I7 12700H,32,1024,NVIDIA GEFORCE RTX 3070TI,16.0,Windows 11 OS,1,69.32352941176471
Latitude 7420 Laptop,Dell,1421.99,118499,TH GEN INTEL CORE I7 1185G7,16,512,INTEL IRIS XE GRAPHICS,14.0,Windows 10 OS,3,69.32352941176471
V15 82KDA00XIH Laptop,Lenovo,425.88,35490,TH GEN AMD RYZEN 5 5500U,8,512,AMD RADEON GRAPHICS,15.6,Windows 11 OS,1,69.32352941176471
IdeaPad Flex 5 82R90068IN Laptop,Lenovo,754.67,62889,TH GEN AMD RYZEN 7 5700U,16,512,AMD RADEON,14.0,Windows 11 OS,1,74.0
IdeaPad Gaming 3 82K201YAIN Laptop,Lenovo,767.99,63999,TH GEN AMD RYZEN 5 5600H,8,512,NVIDIA GEFORCE GTX 1650,15.6,Windows 11 OS,1,67.0
MagicBook 14 WDQ9BHNE Laptop,Honor,503.88,41990,TH GEN AMD RYZEN 5 5500U,8,512,AMD RADEON,14.0,Windows 11 OS,1,69.32352941176471
VivoBook 14 2022 X1402ZA-MW311WS Laptop,Asus,599.88,49990,TH GEN INTEL CORE I3 1220P,8,512,INTEL INTEGRATED UHD,14.0,Windows 11 OS,1,62.0
VivoBook 14 2022 X1402ZA-EK521WS Laptop,Asus,659.88,54990,TH GEN INTEL CORE I5 1235U,8,512,INTEL INTEGRATED UHD,14.0,Windows 11 OS,1,62.0
IdeaPad Gaming 3 82SA00B2IN Laptop,Lenovo,1439.88,119990,TH GEN INTEL CORE I7 12700H,16,512,NVIDIA GEFORCE RTX 3060,16.0,Windows 11 OS,1,75.0
Creator M16 A12UD-633IN Laptop,MSI,1031.88,85990,TH GEN INTEL CORE I7 12700H,16,512,NVIDIA GEFORCE RTX 3050 TI,16.0,Windows 11 OS,2,78.0
Creator Pro M16 A12UIS-634IN Gaming Laptop,MSI,1027.08,85590,TH GEN INTEL CORE I7 12700H,16,1024,NVIDIA GEFORCE RTX A1000,16.0,Windows 11 OS,2,79.0
V15 82KDA01EIH Laptop,Lenovo,383.88,31990,TH GEN AMD RYZEN 3 5300U,8,512,AMD RADEON GRAPHICS,15.6,Windows 11 OS,1,61.0
Vivobook S14 Flip 2022 TN3402QA-LZ501WS Laptop,Asus,669.6,55800,TH GEN AMD RYZEN 5 5600H,16,512,AMD RADEON GRAPHICS,14.0,Windows 11 OS,1,69.32352941176471
Notebook Pro 120G Laptop,Xiaomi,869.06,72422,TH GEN INTEL CORE I5 12450H,16,512,INTEL UHD GRAPHICS,14.0,Windows 11 OS,1,68.0
Extensa 15 EX215-54 Laptop,Acer,378.0,31500,TH GEN INTEL CORE I3 1115G4,8,512,INTEL INTEGRATED UHD,15.6,Windows 11 OS,1,69.32352941176471
VivoBook 14 X415EA-EK322WS Notebook,Asus,455.88,37990,TH GEN INTEL CORE I3 1115G4,8,512,INTEL INTEGRATED INTEL UHD,14.0,Windows 11 OS,1,69.32352941176471
Victus 15-fb0050AX Gaming Laptop,HP,761.88,63490,TH GEN AMD RYZEN 5 5600H,8,512,NVIDIA GEFORCE RTX 3050,15.6,Windows 11 OS,1,71.0
IdeaPad Slim 5 82SF008YIN Laptop,Lenovo,731.88,60990,TH GEN INTEL CORE I5 1235U,16,512,INTEL IRIS XE GRAPHICS,15.6,Windows 11 OS,1,66.0
IdeaPad Slim 3 82KU017EIN Laptop,Lenovo,478.8,39900,TH GEN AMD RYZEN 5 5500U,8,512,AMD RADEON,15.6,Windows 11 OS,1,64.0
VivoBook 15 X1500EA-EJ322WS Laptop,Asus,407.88,33990,TH GEN INTEL CORE I3 1115G4,8,512,INTEL UHD GRAPHICS,15.6,Windows 11 OS,1,69.32352941176471
